fertilizer_cont,shade_cont,table,block,rep,spp,chl_wt,chl_area,focal.area,dry.wt,fresh.wt,sla,stem.wt,leaves.wt,roots.wt,nod.wt,n.leaf,c.leaf,Aamb,TPU,Vcmax,Jmax,Tleaf,TleafK,vcmax25,jmax25,jv25,marea,nmass,narea,tla,biomass,vcmax25_narea,jmax25_narea,avg_649,avg_665,chla_ug.ml,chlb_ug.ml,chla_g.ml,chlb_g.ml,chla_g,chlb_g,chla_g.m2,chlb_g.m2,chla_mol.m2,chlb_mol.m2,chla_mmol.m2,chlb_mmol.m2,chl_marea,chla_mmol.g,chlb_mmol.g,chl_mmol.g,chl_mmol.m2,chl_mmol.m2_narea,propN_rubisco,propN_bioenergetics,propN_lightharvesting,propN_photosynthesis
0,50,9,three,1,Cotton,0.0248,2.004,32.589,0.1187,0.4688,274.5492839,0.6462,0.5399,0.289,0,1.920437295,37.35504302,7.966781499,11.63474504,40.62737835,60.93337261,24.99842874,298.1484287,40.63334805,60.93946079,1.499740083,36.42333303,0.019204373,0.699487272,131.438,1.4751,58.09018934,87.12018541,0.14,0.348333333,3.763183333,1.225466667,3.76E-06,1.23E-06,3.76E-05,1.23E-05,0.187783599,0.061151031,0.000210164,6.74E-05,0.21016396,0.21016396,123.752495,0.00169826,0.00169826,0.003396521,0.420327919,0.600908603,0.453386844,0.069288191,0.064313397,0.586988432
0,80,10,three,1,Cotton,0.0164,1.818,34.515,0.0718,0.3503,480.7103064,0.1857,0.2897,0.0541,0,3.034282793,37.53734026,9.165920785,8.134784321,39.88635544,52.59922879,24.99535542,298.1453554,39.90368267,52.61476581,1.318544111,20.80254962,0.030342828,0.631208184,99.168,0.5295,63.21794254,83.35564586,0.128666667,0.326333333,3.534103333,1.093286667,3.53E-06,1.09E-06,3.53E-05,1.09E-05,0.194395123,0.06013678,0.000217563,6.63E-05,0.217563455,0.217563455,90.2090209,0.00241177,0.00241177,0.004823541,0.43512691,0.689355623,0.493408332,0.066294188,0.057806573,0.617509093
0,0,11,three,1,Cotton,0.0274,1.83,47.275,0.2289,0.8229,206.5312363,0.8663,0.9207,0.5648,0,2.99388666,38.95152403,21.97183662,19.94133229,131.9136802,139.6346938,24.97925455,298.1292545,132.1698654,139.8190515,1.057873903,48.41882603,0.029938867,1.449604773,194.765,2.3518,91.17648332,96.4532223,0.077133333,0.23,2.53759,0.472562,2.54E-06,4.73E-07,2.54E-05,4.73E-06,0.13866612,0.02582306,0.000155193,2.85E-05,0.155192578,0.155192578,149.726776,0.001036505,0.001036505,0.00207301,0.310385156,0.21411709,0.711621333,0.076710917,0.025178707,0.813510957
70,30,12,three,1,Cotton,0.0245,1.865,58.546,0.2357,0.8902,248.3920238,1.0342,1.2531,0.5946,0,2.702641716,39.09450556,11.08947539,14.13449144,61.98738524,83.20970355,24.93362786,298.0836279,62.37349985,83.56188256,1.33970168,40.25894168,0.027026417,1.088054952,312.406,2.8819,57.32568903,76.79932193,0.135333333,0.345333333,3.742713333,1.138806667,3.74E-06,1.14E-06,3.74E-05,1.14E-05,0.20068168,0.06106202,0.000224599,6.73E-05,0.224599255,0.224599255,131.3672922,0.001709705,0.001709705,0.003419409,0.449198509,0.412845425,0.447420012,0.06107983,0.046007633,0.554507475
70,50,9,three,1,Cotton,0.0193,1.529,84.26,0.2721,1.227,309.6655641,0.8668,1.055,0.2716,0,3.12121069,34.87796889,19.87406818,15.56093142,106.0533706,114.1719332,24.97782375,298.1278238,106.2735558,114.3330791,1.075837525,32.29290292,0.031212107,1.007929538,306.564,2.1934,105.4374852,113.4336031,0.162,0.387666667,4.166756667,1.499993333,4.17E-06,1.50E-06,4.17E-05,1.50E-05,0.272515152,0.098102899,0.000304994,0.000108106,0.304993958,0.304993958,126.2262917,0.002416247,0.002416247,0.004832495,0.609987916,0.605189047,0.822926714,0.090215708,0.056300938,0.969443359
70,80,10,three,1,Cotton,0.024,1.788,42.474,0.1057,0.6072,401.8353832,0.2381,0.3966,0.0728,0,4.027701956,36.08579495,11.30368728,11.09543015,59.65581764,68.81793911,25.00744428,298.1574443,59.61430824,68.78537504,1.153840027,24.88581249,0.04027702,1.002326357,152.721,0.7075,59.47594598,68.62572713,0.141666667,0.349666667,3.773686667,1.255023333,3.77E-06,1.26E-06,3.77E-05,1.26E-05,0.211056301,0.070191462,0.00023621,7.73E-05,0.23621034,0.23621034,134.2281879,0.001759767,0.001759767,0.003519534,0.472420681,0.471324213,0.464202505,0.054579229,0.031775702,0.550557436
70,0,11,three,1,Cotton,0.0316,1.878,84.476,0.3984,1.706,212.0381526,1.5627,2.0372,0.4603,0,3.913153829,37.3135175,17.23987324,18.64835234,103.6086315,126.5444661,25.01951591,298.1695159,103.419759,126.3875675,1.222083369,47.16132393,0.039131538,1.845495153,478.719,4.0602,56.03903043,68.48436709,0.077666667,0.387333333,4.453643333,-0.352723333,4.45E-06,-3.53E-07,4.45E-05,-3.53E-06,0.237148207,-0.01878186,0.000265412,-2.07E-05,0.265411923,0.265411923,168.2641108,0.001577353,0.001577353,0.003154706,0.530823846,0.287632208,0.437377798,0.054466802,0.029315636,0.521160237
210,30,12,three,1,Cotton,0.0199,1.723,64.13,0.2208,0.9699,290.4438406,0.7809,1.2294,0.22,0,3.996872453,38.50126718,14.46155438,14.14365117,84.27511678,93.36621969,24.98609502,298.136095,84.38477683,93.44881899,1.107413239,34.43006393,0.039968725,1.376125741,320.832,2.2303,61.32054239,67.90718044,0.122333333,0.309666667,3.352786667,1.042683333,3.35E-06,1.04E-06,3.35E-05,1.04E-05,0.194590056,0.060515574,0.000217782,6.67E-05,0.217781621,0.217781621,115.4962275,0.001885617,0.001885617,0.003771233,0.435563242,0.31651413,0.478599355,0.054007756,0.034310768,0.566917879
210,50,9,three,1,Cotton,0.0213,1.635,46.359,0.1413,0.6576,328.089172,0.199,0.3161,0.0211,0,4.485500281,37.79076017,17.89933316,16.60146434,108.9265579,113.7916747,25.42194399,298.571944,104.7267674,110.7941636,1.057935486,30.47951854,0.044855003,1.36715889,88.381,0.5362,76.60175288,81.03971267,0.147666667,0.365,3.9399,1.30539,3.94E-06,1.31E-06,3.94E-05,1.31E-05,0.240972477,0.079840367,0.000269692,8.80E-05,0.269691976,0.269691976,130.2752294,0.002070171,0.002070171,0.004140342,0.539383951,0.394529089,0.59786734,0.064452286,0.033565459,0.695885085
210,80,10,three,1,Cotton,0.023,1.874,45.905,0.113,0.5038,406.2389381,0.1846,0.2116,0.7814,0,3.890783146,35.43183041,8.446320227,10.00195364,40.09625505,58.93650082,25.01264164,298.1626416,40.04889037,58.88915254,1.470431565,24.61605489,0.038907831,0.957757315,72.209,1.1776,41.81528008,61.48650772,0.178666667,0.374,3.94266,1.9392,3.94E-06,1.94E-06,3.94E-05,1.94E-05,0.210387407,0.103479189,0.000235462,0.00011403,0.235461726,0.235461726,122.7321238,0.001918501,0.001918501,0.003837002,0.470923452,0.491693923,0.326363162,0.048901284,0.035860996,0.411125442
210,0,11,three,1,Cotton,0.0246,1.826,86.338,0.3344,1.3583,258.187799,1.3411,1.8715,0.5652,0,4.346198368,38.98414832,20.83036238,18.89273767,122.2362395,124.3680598,24.98548091,298.1354809,122.4023254,124.4829482,1.016998229,38.73149715,0.043461984,1.683347697,451.327,3.7778,72.71363224,73.94963524,0.016333333,0.320333333,3.848513333,-1.345003333,3.85E-06,-1.35E-06,3.85E-05,-1.35E-05,0.210761957,-0.073658452,0.000235881,-8.12E-05,0.235880916,0.235880916,134.720701,0.001750888,0.001750888,0.003501777,0.471761831,0.280252162,0.567521032,0.058813425,0.029298557,0.655633014
630,30,12,three,1,Cotton,0.0236,1.599,52.42,0.1842,0.9713,284.5819761,0.436,0.712,0.1444,0,4.757757766,36.40052874,19.0326127,19.20869401,106.5712559,121.2163708,24.96227566,298.1122757,106.9479658,121.5076084,1.13613763,35.13925983,0.047577578,1.671840863,197.464,1.2924,63.97018292,72.67893201,0.166,0.419333333,4.538973333,1.419486667,4.54E-06,1.42E-06,4.54E-05,1.42E-05,0.283863248,0.0887734,0.000317695,9.78E-05,0.317694539,0.317694539,147.5922452,0.002152515,0.002152515,0.00430503,0.635389079,0.380053564,0.499279476,0.057802813,0.032903431,0.58998572
630,50,9,three,1,Cotton,0.0221,1.908,94.957,0.2912,1.4647,326.0885989,1.17,1.8849,0.2119,0,4.507029375,35.82740953,15.6101194,15.19771635,94.10410377,97.67662512,25.00210704,298.152107,94.08556507,97.66353998,1.038028946,30.66651221,0.045070294,1.382148714,607.151,3.2668,68.07195503,70.66065975,0.139,0.34,3.66505,1.24781,3.67E-06,1.25E-06,3.67E-05,1.25E-05,0.192088574,0.065398847,0.000214982,7.21E-05,0.214982009,0.214982009,115.8280922,0.001856044,0.001856044,0.003712088,0.429964017,0.311083759,0.531293308,0.056197646,0.029949883,0.617440836
630,80,10,three,1,Cotton,0.0195,1.818,50.877,0.1497,0.6586,339.8597194,0.317,0.4944,0.0662,0,3.803767483,34.37537528,8.568105221,9.003256216,47.81100655,57.15479941,24.98188856,298.1318886,47.89205778,57.22067145,1.194784148,29.42390471,0.038037675,1.11921692,179.376,0.8776,42.79068421,51.12563118,0.14,0.35,3.7835,1.2166,3.78E-06,1.22E-06,3.78E-05,1.22E-05,0.208113311,0.066919692,0.000232917,7.37E-05,0.2329166,0.2329166,107.2607261,0.002171499,0.002171499,0.004342999,0.4658332,0.416213508,0.333976072,0.040661099,0.041518633,0.416155805
630,0,11,three,1,Cotton,0.0285,1.817,78.5,0.4223,1.4805,185.8868103,1.2786,1.771,0.8566,0,4.794026468,44.87212719,22.54451736,24.95784625,157.5764956,153.0170321,24.97827614,298.1282761,157.8969698,153.2285953,0.970434046,53.79617835,0.047940265,2.579003029,381.688,3.9062,61.22403427,59.41388731,0.147,0.435666667,4.803626667,0.914783333,4.80E-06,9.15E-07,4.80E-05,9.15E-06,0.264371308,0.050345808,0.00029588,5.55E-05,0.295879518,0.295879518,156.8519538,0.001886362,0.001886362,0.003772723,0.591759036,0.229452633,0.477846121,0.047252893,0.028616851,0.553715865
0,30,12,three,2,Cotton,0.0278,1.819,13.491,0.0714,0.2543,188.9495798,0.6353,0.6147,0.409,0,2.257271907,41.35309921,4.556086865,12.34820412,40.60154498,76.84418373,25.20146305,298.3514631,39.84505939,75.8683751,1.904084879,52.92417168,0.022572719,1.194642459,128.895,1.659,33.3531251,63.50718117,0.148666667,0.365333333,3.940513333,1.325606667,3.94E-06,1.33E-06,3.94E-05,1.33E-05,0.216630749,0.072875573,0.000242449,8.03E-05,0.242449161,0.242449161,152.8312259,0.001586385,0.001586385,0.00317277,0.484898321,0.405894096,0.260317074,0.05050836,0.051111899,0.361937333
0,50,9,three,2,Cotton,0.0293,2.027,21.146,0.0983,0.4125,215.1169888,0.5011,0.863,0.3668,0,3.284922295,37.85632752,13.24682425,13.89450293,93.10641422,91.25317223,25.34230733,298.4923073,90.18145367,89.29629186,0.990184658,46.48633311,0.032849223,1.527039921,185.844,1.7309,59.05638251,58.47672393,0.180666667,0.432,4.64278,1.67462,4.64E-06,1.67E-06,4.64E-05,1.67E-05,0.229046867,0.082615688,0.000256345,9.10E-05,0.256345052,0.256345052,144.548594,0.001773418,0.001773418,0.003546836,0.512690104,0.335741127,0.460927864,0.046507551,0.039262981,0.546698395
0,80,10,three,2,Cotton,0.0172,1.988,41.113,0.1282,0.4098,320.6942278,0.3297,0.4071,0.2327,0,2.755752612,35.69440329,3.603918905,6.031654896,18.11841884,32.74589529,24.97805543,298.1280554,18.15564235,32.79163059,1.806139929,31.18235108,0.027557526,0.859308454,116.623,0.9695,21.1282017,38.16048873,0.166,0.438333333,4.770583333,1.318406667,4.77E-06,1.32E-06,4.77E-05,1.32E-05,0.239968981,0.066318243,0.000268569,7.31E-05,0.268568881,0.268568881,86.51911469,0.003104157,0.003104157,0.006208313,0.537137761,0.625081434,0.164903038,0.030349697,0.081922028,0.277174763
0,0,11,three,2,Cotton,0.029,1.967,48.084,0.2656,0.9386,181.0391566,1.02,1.1198,0.7062,0,3.235498697,38.10795607,19.11056324,19.95255199,116.6882763,131.9323539,24.98747536,298.1374754,116.8250298,132.0374791,1.130215668,55.23666917,0.032354987,1.787181711,223.096,2.846,65.36829972,73.88027656,0.211,0.59,6.46415,1.50109,6.46E-06,1.50E-06,6.46E-05,1.50E-05,0.328629893,0.076313676,0.000367797,8.41E-05,0.367796548,0.367796548,147.4326385,0.002494675,0.002494675,0.00498935,0.735593095,0.411593903,0.510191608,0.058758263,0.056075103,0.625024974
70,30,12,three,2,Cotton,0.0267,1.945,49.431,0.2465,0.9124,200.5314402,1.1135,0.9633,0.687,0,2.672398338,38.20458638,17.64807679,18.29128731,94.75022288,113.8999747,24.95560674,298.1056067,95.14449976,114.2221044,1.200511902,49.86749205,0.026723983,1.332658029,205.898,2.7638,71.39453461,85.70998855,0.164333333,0.441,4.80884,1.26757,4.81E-06,1.27E-06,4.81E-05,1.27E-05,0.247241131,0.065170694,0.000276708,7.18E-05,0.276707738,0.276707738,137.2750643,0.002015717,0.002015717,0.004031435,0.553415476,0.415271933,0.557225636,0.068166637,0.054856205,0.680248478
70,50,9,three,2,Cotton,0.0233,2.025,40.91,0.1628,0.6904,251.2899263,0.9499,1.3261,0.5245,0,3.375541786,38.20200662,13.79462126,16.02531495,84.23506472,97.48683025,24.93501847,298.0850185,84.74872601,97.89076702,1.155070662,39.79467123,0.033755418,1.343285756,296.219,2.8005,63.09061616,72.87411974,0.186666667,0.456666667,4.922766667,1.675333333,4.92E-06,1.68E-06,4.92E-05,1.68E-05,0.243099588,0.08273251,0.000272073,9.12E-05,0.2720726,0.2720726,115.0617284,0.002364579,0.002364579,0.004729159,0.544145199,0.405085215,0.492414565,0.057958049,0.050945723,0.601318336
70,80,10,three,2,Cotton,0.0151,1.692,35.486,0.1159,0.4389,306.1777394,0.1681,0.103,0.0987,0,3.269277773,33.62489514,5.371075495,6.134250664,32.86629773,44.88696747,25.22914927,298.3791493,32.17083277,44.23941531,1.375140508,32.66076763,0.032692778,1.067771217,31.517,0.3698,30.12895672,41.43154884,0.154333333,0.381,4.11194,1.36687,4.11E-06,1.37E-06,4.11E-05,1.37E-05,0.243022459,0.080784279,0.000271986,8.90E-05,0.271986277,0.271986277,89.24349882,0.003047687,0.003047687,0.006095375,0.543972555,0.50944673,0.235152833,0.032951228,0.067797844,0.335901905
70,0,11,three,2,Cotton,0.0262,1.802,41.983,0.2831,0.7289,148.2974214,1.4723,1.5205,0.9088,0,2.59884362,40.9032629,14.94593572,22.90877569,84.04273533,126.070051,25.12722229,298.2772223,83.04987508,125.0558288,1.505791895,67.43205583,0.025988436,1.752453681,277.247,3.9016,47.39062492,71.36041892,0.168333333,0.444333333,4.835673333,1.337796667,4.84E-06,1.34E-06,4.84E-05,1.34E-05,0.268350351,0.074239549,0.000300333,8.18E-05,0.30033279,0.30033279,145.3940067,0.002065648,0.002065648,0.004131295,0.600665581,0.342756894,0.369878048,0.056754176,0.057806064,0.484438289
210,30,12,three,2,Cotton,0.025,1.866,53.262,0.2625,0.9377,202.9028571,0.815,0.94,0.4165,0,3.692831677,38.40317008,23.85995963,23.65615203,132.3775321,158.5054976,24.99287859,298.1428786,132.4657177,158.5772934,1.197119497,49.28466825,0.036928317,1.819999841,209.423,2.1715,72.78336772,87.13038857,0.216,0.571333333,6.219353333,1.710346667,6.22E-06,1.71E-06,6.22E-05,1.71E-05,0.333298678,0.091658449,0.000373022,0.000101004,0.373021766,0.373021766,133.9764202,0.002784234,0.002784234,0.005568469,0.746043532,0.409914064,0.568065309,0.069296306,0.0548332,0.692194815
210,50,9,three,2,Cotton,0.021,1.824,42.749,0.1426,0.6418,299.7826087,0.6927,0.7647,0.16,0,4.252675853,38.6201221,11.44255896,9.916749523,68.82565092,70.12238634,25.08629472,298.2362947,68.27289761,69.73905871,1.021475009,33.35750544,0.042526759,1.418586579,172.315,1.6174,48.12740979,49.16094635,0.151,0.367333333,3.956843333,1.366276667,3.96E-06,1.37E-06,3.96E-05,1.37E-05,0.2169322,0.074905519,0.000242787,8.25E-05,0.242786539,0.242786539,115.1315789,0.002108775,0.002108775,0.004217549,0.485573078,0.342293579,0.375628564,0.039098551,0.036063275,0.450790391
210,80,10,three,2,Cotton,0.022,1.706,39.497,0.1466,0.6218,269.420191,0.2482,0.2052,0.129,0,3.902223168,33.48075626,8.321664033,10.4496824,47.85791236,68.70011154,25.12341906,298.2734191,47.30931839,68.16385904,1.440812537,37.11674304,0.039022232,1.448378146,50.219,0.5824,32.66365107,47.06219796,0.220333333,0.567666667,6.159706667,1.825143333,6.16E-06,1.83E-06,6.16E-05,1.83E-05,0.361061352,0.106983783,0.000404093,0.000117892,0.404093241,0.404093241,128.9566237,0.003133559,0.003133559,0.006267119,0.808186483,0.557994116,0.254935813,0.037429381,0.058401383,0.350766577
210,0,11,three,2,Cotton,0.0261,1.969,34.851,0.1776,0.62,196.2331081,0.8692,1.2802,0.5849,0,4.420341751,40.74892253,21.67974817,26.53316957,146.3188505,166.2961504,25.10231906,298.2523191,144.9267424,165.2190256,1.140017521,50.95980029,0.044203418,2.252597329,233.491,2.7343,64.33761619,73.34600974,0.182,0.522,5.73528,1.22514,5.74E-06,1.23E-06,5.74E-05,1.23E-05,0.291278822,0.062221432,0.000325994,6.86E-05,0.325993914,0.325993914,132.5545962,0.002459318,0.002459318,0.004918636,0.651987827,0.289438249,0.502147248,0.058333351,0.040462821,0.60094342
630,30,12,three,2,Cotton,0.0248,2.226,59.582,0.2026,0.8829,294.0868707,1.0712,1.8671,0.5175,0,4.555645558,42.26538988,17.09050519,18.12003725,101.1388727,114.8019788,24.99489502,298.144895,101.1871654,114.8392518,1.13491915,34.00355812,0.045556456,1.549081585,467.916,3.4558,65.32074642,74.13376602,0.162333333,0.438333333,4.783233333,1.237776667,4.78E-06,1.24E-06,4.78E-05,1.24E-05,0.214880204,0.055605421,0.00024049,6.13E-05,0.240489982,0.240489982,111.410602,0.002158592,0.002158592,0.004317183,0.480979964,0.310493629,0.50982046,0.058959867,0.034460204,0.603240531
630,50,9,three,2,Cotton,0.0222,1.87,58.08,0.2592,0.8948,224.0740741,0.7292,0.9991,0.6057,0,3.956297061,37.10814044,12.80386623,14.60410639,78.60481007,106.0842316,25.11620645,298.2662065,77.75608764,105.3043177,1.354290331,44.62809917,0.039562971,1.765620176,232.104,2.334,44.03896643,59.64154644,0.198666667,0.522333333,5.681843333,1.589866667,5.68E-06,1.59E-06,5.68E-05,1.59E-05,0.303841889,0.085019608,0.000340054,9.37E-05,0.340054269,0.340054269,118.7165775,0.002864421,0.002864421,0.005728842,0.680108537,0.385195268,0.343718762,0.047433954,0.052655686,0.443808402
630,80,10,three,2,Cotton,0.0101,1.613,53.785,0.1839,0.6977,292.468733,0.3068,0.3493,0.1808,0,3.373186854,32.23769195,10.03352366,12.27787585,56.36508142,75.95615711,25.00922199,298.159222,56.31650076,75.91163575,1.347946601,34.19168913,0.033731869,1.153349563,100.032,0.8369,48.8286488,65.81841116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.61624303,NA,NA,NA,NA,NA,0.381101649,0.052346522,NA,NA
630,0,11,three,2,Cotton,0.0274,1.897,53.28,0.3419,0.9327,155.8350395,1.1932,1.4083,1.3415,0,4.013668795,39.650644,15.8707618,23.85415471,101.5757149,131.7069021,24.95990323,298.1099032,101.9573964,132.0432798,1.295082892,64.17042041,0.040136688,2.57558814,245.507,3.943,39.58606378,51.26723396,0.216333333,0.624666667,6.868336667,1.433943333,6.87E-06,1.43E-06,6.87E-05,1.43E-05,0.362063082,0.075590054,0.000405214,8.33E-05,0.405214359,0.405214359,144.4385872,0.002805444,0.002805444,0.005610888,0.810428718,0.31465773,0.3089644,0.040773718,0.050834361,0.400572479
0,30,12,three,3,Cotton,0.0228,1.757,34.945,0.14,0.5257,249.6071429,0.7742,0.785,0.3541,0,2.425489167,42.09963059,12.84744918,13.1468124,68.99093531,84.04950397,25.1319176,298.2819176,68.14603003,83.34852115,1.223086966,40.06295607,0.024254892,0.971722659,200.819,1.9133,70.12909432,85.77398123,0.147666667,0.326666667,3.472616667,1.509323333,3.47E-06,1.51E-06,3.47E-05,1.51E-05,0.197644659,0.085903434,0.0002212,9.47E-05,0.221200277,0.221200277,129.7666477,0.0017046,0.0017046,0.003409201,0.442400554,0.455274506,0.547349029,0.068217532,0.051111726,0.666678286
0,50,9,three,3,Cotton,0.0202,1.852,44.013,0.1647,0.603,267.2313297,0.5956,0.5915,0.2012,0,2.74497545,43.40385828,13.85359801,12.96507234,68.27637993,82.85085252,24.97843431,298.1284343,68.41422612,82.96456831,1.212680067,37.42076205,0.027449755,1.027190731,160.008,1.3883,66.60323544,80.76841601,0.155666667,0.38,4.09515,1.40151,4.10E-06,1.40E-06,4.10E-05,1.40E-05,0.22112041,0.075675486,0.000247474,8.34E-05,0.247473907,0.247473907,109.0712743,0.002268919,0.002268919,0.004537838,0.494947813,0.481846066,0.51983013,0.064236519,0.06011431,0.644180959
0,80,10,three,3,Cotton,0.0187,1.887,23.903,0.0757,0.3217,315.7595773,0.4741,0.6824,0.1285,0,3.583991593,40.64367598,9.198715761,12.50151823,66.84240061,77.50056296,28.1285349,301.2785349,50.32008176,64.07730305,1.273394255,31.66966489,0.035839916,1.135038127,228.931,1.285,44.33338453,56.45387719,0.188333333,0.416333333,4.425353333,1.926556667,4.43E-06,1.93E-06,4.43E-05,1.93E-05,0.23451793,0.102096273,0.000262468,0.000112506,0.262468165,0.262468165,99.0990991,0.002648542,0.002648542,0.005297085,0.524936329,0.462483432,0.34601666,0.044898746,0.053744899,0.444660304
0,0,11,three,3,Cotton,0.0245,1.815,26.088,0.1306,0.3932,199.754977,0.9668,0.9221,0.3822,0,2.264749581,41.3404841,12.70548478,14.36125122,61.5302186,86.4390783,25.12745865,298.2774587,60.80197464,85.74239891,1.410191025,50.06133089,0.022647496,1.133763782,186.517,2.2711,53.62843268,75.62633444,0.161,0.352666667,3.743556667,1.664203333,3.74E-06,1.66E-06,3.74E-05,1.66E-05,0.206256566,0.091691644,0.000230839,0.000101041,0.230838564,0.230838564,134.9862259,0.00171009,0.00171009,0.00342018,0.461677129,0.407207512,0.418563377,0.060146933,0.054915637,0.533625946
70,30,12,three,3,Cotton,0.0254,1.897,50.219,0.2123,0.8282,236.5473387,1.0172,1.1074,0.3818,0,3.479120169,42.38993173,18.59012946,22.43187788,117.5635706,141.6637881,27.61755718,300.7675572,92.57995452,120.6540928,1.303242083,42.27483621,0.034791202,1.470792353,258.221,2.5064,62.94563221,82.03339686,0.200333333,0.499,5.39166,1.75065,5.39E-06,1.75E-06,5.39E-05,1.75E-05,0.284220348,0.092285187,0.000318094,0.000101695,0.318094199,0.318094199,133.8956247,0.002375688,0.002375688,0.004751376,0.636188398,0.432548073,0.491282983,0.06524258,0.049661203,0.606186766
70,50,9,three,3,Cotton,0.0167,1.693,40.316,0.1914,0.8229,210.6374086,0.3468,0.4355,0.1673,0,3.766616844,38.21739252,15.00945341,15.10133326,75.31456436,91.71438297,25.09619355,298.2461935,74.64067815,91.15575058,1.221261018,47.4749479,0.037666168,1.788199384,112.117,0.9496,41.74069111,50.97627892,0.201,0.484333333,5.210573333,1.843336667,5.21E-06,1.84E-06,5.21E-05,1.84E-05,0.307771609,0.108879898,0.000344452,0.000119982,0.344452338,0.344452338,98.64146486,0.003491963,0.003491963,0.006983926,0.688904676,0.385250483,0.325781004,0.040542317,0.06742415,0.433747471
70,80,10,three,3,Cotton,0.0218,1.84,17.031,0.052,0.2954,327.5192308,0.2734,0.4603,0.069,0,5.414197494,35.22909607,5.370596334,9.606783855,26.75712978,47.70344187,25.00657214,298.1565721,26.7406922,47.68351279,1.783181693,30.53255827,0.054141975,1.653093005,145.926,0.8027,16.17615713,28.84502726,0.149333333,0.316666667,3.344966667,1.599173333,3.34E-06,1.60E-06,3.34E-05,1.60E-05,0.181791667,0.086911594,0.000203458,9.58E-05,0.203457898,0.203457898,118.4782609,0.001717259,0.001717259,0.003434519,0.406915797,0.246154206,0.126252934,0.022940949,0.023067424,0.172261307
