fertilizer_cont,shade_cont,table,block,rep,spp,chl_wt,chl_area,focal.area,dry.wt,fresh.wt,sla,stem.wt,leaves.wt,roots.wt,nod.wt,n.leaf,c.leaf,Aamb,TPU,Vcmax,Jmax,Tleaf,TleafK,vcmax25,jmax25,jv25,marea,nmass,narea,tla,biomass,vcmax25_narea,jmax25_narea,avg_649,avg_665,chla_ug.ml,chlb_ug.ml,chla_g.ml,chlb_g.ml,chla_g,chlb_g,chla_g.m2,chlb_g.m2,chla_mol.m2,chlb_mol.m2,chla_mmol.m2,chlb_mmol.m2,chl_marea,chla_mmol.g,chlb_mmol.g,chl_mmol.g,chl_mmol.m2,chl_mmol.m2_narea,propN_rubisco,propN_bioenergetics,propN_lightharvesting,propN_photosynthesis
210,50,9,three,5,Soybean,0.0162,1.798,36.756,0.0902,0.3853,407.4944568,1.0327,1.3984,0.3221,0.0117,5.383859584,42.95089422,16.66215833,21.89583418,126.201498,129.4278111,28.92234428,302.0723443,88.70253682,102.3316866,1.153650057,24.54021112,0.053838596,1.321210508,555.419,2.7532,67.13732313,77.45297664,0.093333333,0.273,3.00587,0.60004,3.01E-06,6.00E-07,3.01E-05,6.00E-06,0.167178532,0.033372636,0.000187103,3.68E-05,0.187103146,0.187103146,90.10011123,0.002076614,0.002076614,0.004153228,0.374206291,0.283229878,0.52399862,0.061599693,0.02805171,0.613650022
210,80,10,three,5,Soybean,0.0134,1.892,27.149,0.0394,0.2046,689.0609137,0.4354,0.5367,0.0854,0.0063,5.308011657,43.18835886,8.957810657,12.5028273,69.63456718,72.07922678,27.50645836,300.6564584,55.38029318,61.79182213,1.115772752,14.51250506,0.053080117,0.770325461,300.85,1.0575,71.89207162,80.2152146,0.088,0.252,2.76828,0.59448,2.77E-06,5.94E-07,2.77E-05,5.94E-06,0.146315011,0.031420719,0.000163753,3.46E-05,0.163753076,0.163753076,70.82452431,0.002312096,0.002312096,0.004624191,0.327506151,0.425152962,0.561108852,0.063796549,0.031678983,0.656584383
210,0,11,three,5,Soybean,0.0186,1.87,31.274,0.0901,0.3632,347.1032186,0.6272,0.9506,0.4268,0.0235,4.293805897,44.31495908,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.80987402,0.042938059,1.23704007,301.941,2.0046,NA,NA,0.114,0.331333333,3.645653333,0.744166667,3.65E-06,7.44E-07,3.65E-05,7.44E-06,0.194954724,0.039795009,0.00021819,4.39E-05,0.21818975,0.21818975,99.46524064,0.002193628,0.002193628,0.004387256,0.4363795,0.352761007,NA,NA,0.037155054,NA
630,30,12,three,5,Soybean,0.014,1.814,35.112,0.0837,0.2927,419.4982079,0.7619,1.2412,0.3088,0.0138,5.23874409,38.89717456,16.80930654,24.90424443,103.7060402,143.8807686,28.01483197,301.164832,78.85359944,119.7414316,1.518528417,23.8380041,0.052387441,1.248812031,466.792,2.3119,63.14288899,95.88427128,0.154,0.455333333,5.019213333,0.964086667,5.02E-06,9.64E-07,5.02E-05,9.64E-06,0.276693128,0.053147005,0.00030967,5.86E-05,0.309669872,0.309669872,77.17750827,0.004012437,0.004012437,0.008024874,0.619339744,0.495943128,0.492822548,0.07625842,0.055702966,0.624783935
630,50,9,three,5,Soybean,0.0171,1.808,37.542,0.1048,0.4202,358.2251908,1.259,1.5426,0.4671,0.0306,5.04369625,42.99872496,15.87038984,24.43062991,117.6595102,139.524966,28.56055015,301.7105501,85.30985878,112.5610623,1.319437917,27.91540142,0.050436963,1.407968055,583.532,3.2687,60.59076305,79.94575017,0.090333333,0.272666667,3.012156667,0.535843333,3.01E-06,5.36E-07,3.01E-05,5.36E-06,0.166601586,0.029637353,0.000186457,3.27E-05,0.186457438,0.186457438,94.57964602,0.001971433,0.001971433,0.003942866,0.372914876,0.264860325,0.472903516,0.063582239,0.028426959,0.564912714
630,80,10,three,5,Soybean,0.0103,1.922,21.434,0.0435,0.1798,492.7356322,0.5461,0.6835,0.198,0.002,5.946740255,42.92792807,9.173838619,18.4293864,68.97660886,101.7564365,28.12316334,301.2731633,51.95116636,84.15796148,1.619943639,20.29485864,0.059467403,1.206882528,293.743,1.4276,43.0457523,69.73169262,0.097333333,0.267333333,2.922993333,0.718146667,2.92E-06,7.18E-07,2.92E-05,7.18E-06,0.152080819,0.037364551,0.000170206,4.12E-05,0.170206062,0.170206062,53.59001041,0.003176078,0.003176078,0.006352156,0.340412124,0.282059038,0.335966847,0.055458822,0.038842709,0.430268379
630,0,11,three,5,Soybean,0.0189,1.845,33.869,0.0896,0.373,378.0022321,0.712,0.9647,0.1584,0.0051,4.877147296,43.15918325,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.45487024,0.048771473,1.290242988,298.386,1.8351,NA,NA,0.095,0.273,3.00012,0.63669,3.00E-06,6.37E-07,3.00E-05,6.37E-06,0.16260813,0.034508943,0.000181988,3.80E-05,0.181988036,0.181988036,102.4390244,0.00177655,0.00177655,0.0035531,0.363976072,0.282098857,NA,NA,0.026491639,NA
0,30,12,three,6,Soybean,0.017,1.828,37.416,0.0888,0.4031,421.3513514,0.6706,0.4204,0.3821,0.1478,4.84212237,42.88920932,14.19982052,20.60857839,87.8547709,111.7508632,25.08511056,298.2351106,87.15882781,111.1483232,1.275238849,23.73316228,0.048421224,1.14918876,395.726,1.4731,75.84378724,96.71894393,0.096,0.285333333,3.147013333,0.593066667,3.15E-06,5.93E-07,3.15E-05,5.93E-06,0.17215609,0.032443472,0.000192674,3.58E-05,0.192673938,0.192673938,92.99781182,0.002071812,0.002071812,0.004143623,0.385347876,0.335321654,0.59195151,0.07692225,0.031118008,0.699991768
0,50,9,three,6,Soybean,0.0135,1.816,19.85,0.055,0.1984,360.9090909,0.7329,0.8514,0.3174,0.1135,5.25014102,42.93863773,15.50091545,26.62261352,109.3966569,144.9990416,29.6036261,302.7536261,72.59331508,110.4952551,1.522113365,27.70780856,0.05250141,1.454699023,323.709,1.9017,49.90263548,75.9574684,0.136666667,0.391,4.29479,0.92518,4.29E-06,9.25E-07,4.29E-05,9.25E-06,0.236497247,0.050946035,0.000264683,5.61E-05,0.26468338,0.26468338,74.33920705,0.003560482,0.003560482,0.007120963,0.52936676,0.363901227,0.389483984,0.060410289,0.049321364,0.499215638
0,80,10,three,6,Soybean,0.009,1.843,23.784,0.0363,0.1723,655.2066116,0.6479,1.5181,0.2236,0.0405,4.084752859,38.76861336,6.55374926,9.400879998,35.89093643,48.2684499,25.17992053,298.3299205,35.29302159,47.72054071,1.352123977,15.26236125,0.040847529,0.623429738,218.922,2.3896,56.61106531,76.54517878,0.084333333,0.240333333,2.638713333,0.575916667,2.64E-06,5.76E-07,2.64E-05,5.76E-06,0.143174896,0.03124887,0.000160239,3.44E-05,0.160238717,0.160238717,48.83342377,0.003281333,0.003281333,0.006562666,0.320477434,0.514055417,0.441842461,0.060877706,0.058422724,0.56114289
0,0,11,three,6,Soybean,0.0189,1.843,21.044,0.0613,0.2558,343.2952692,0.3981,0.717,0.3234,0.116,5.776947349,42.13148573,18.0301535,24.61784177,108.0638304,134.3258392,25.25166041,298.4016604,105.5555998,132.1997291,1.252417961,29.12944307,0.057769473,1.682792589,256.637,1.4385,62.72644681,78.5597286,0.123333333,0.376333333,4.162003333,0.710006667,4.16E-06,7.10E-07,4.16E-05,7.10E-06,0.225827636,0.038524507,0.000252742,4.25E-05,0.252742147,0.252742147,102.5501899,0.00246457,0.00246457,0.004929141,0.505484295,0.300384194,0.489572268,0.062479912,0.031027022,0.583079202
70,30,12,three,6,Soybean,0.0186,2.021,24.317,0.0648,0.2782,375.2623457,0.7476,0.5617,0.375,0.119,6.137642664,43.22660919,14.40728374,20.48443864,90.08800495,116.9700439,25.10810117,298.2581012,89.18273901,116.1697981,1.302604063,26.64802401,0.061376427,1.635560491,425.353,1.6843,54.52732534,71.02751551,0.103,0.305333333,3.366663333,0.640596667,3.37E-06,6.41E-07,3.37E-05,6.41E-06,0.166584034,0.031697015,0.000186438,3.49E-05,0.186437795,0.186437795,92.03364671,0.002025757,0.002025757,0.004051514,0.37287559,0.227980311,0.425579125,0.056489412,0.024003967,0.506072504
70,50,9,three,6,Soybean,0.0174,2.112,21.529,0.0588,0.2291,366.1394558,0.7218,0.821,0.3968,0.0473,4.365122951,42.95772645,13.61773241,24.65586917,111.1039134,139.3667271,30.74336833,303.8933683,67.19147596,100.2262093,1.491650658,27.31199777,0.04365123,1.192202283,335.484,1.9396,56.35912371,84.06812398,0.114,0.303,3.30027,0.8949,3.30E-06,8.95E-07,3.30E-05,8.95E-06,0.156262784,0.042372159,0.000174886,4.67E-05,0.174886441,0.174886441,82.38636364,0.00212276,0.00212276,0.004245519,0.349772882,0.293383839,0.439876088,0.066860834,0.035367277,0.542104199
70,80,10,three,6,Soybean,0.0078,1.63,15.913,0.0247,0.0931,644.2510121,0.5684,1.0401,0.1899,0.0259,4.613513829,36.97094983,6.513865446,9.003482117,32.70533778,46.1345665,25.23832844,298.3883284,31.98591726,45.44263174,1.420707475,15.52190033,0.046135138,0.716105018,315.488,1.7984,44.66651739,63.45805512,0.086666667,0.256333333,2.825703333,0.542106667,2.83E-06,5.42E-07,2.83E-05,5.42E-06,0.173356033,0.033258078,0.000194017,3.66E-05,0.194016891,0.194016891,47.85276074,0.004054456,0.004054456,0.008108911,0.388033783,0.541867147,0.348616721,0.05046929,0.063914297,0.463000308
70,0,11,three,6,Soybean,0.0203,1.997,18.299,0.0678,0.244,269.8967552,1.2033,1.5661,1.0503,0.108,4.616211817,40.89939741,13.64511232,23.21512907,81.24095238,132.8638154,26.72770029,299.8777003,69.28980934,119.3308687,1.722199409,37.05120498,0.046162118,1.710362103,412.434,3.8197,40.51177773,69.76935966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.6524787,NA,NA,NA,NA,NA,0.316189485,0.055488779,NA,NA
210,30,12,three,6,Soybean,0.0195,2.022,21.896,0.0675,0.2826,324.3851852,1.1472,0.9815,0.7183,0.0151,4.987779772,41.95722221,18.37554043,31.76553818,132.3020009,184.0445194,29.36243461,302.5124346,89.58446233,142.0665283,1.585838934,30.82754841,0.049877798,1.537610224,501.699,2.847,58.26214013,92.39437022,0.111,0.336333333,3.716953333,0.651596667,3.72E-06,6.52E-07,3.72E-05,6.52E-06,0.183825585,0.032225354,0.000205734,3.55E-05,0.205734223,0.205734223,96.43916914,0.002133306,0.002133306,0.004266611,0.411468445,0.267602568,0.454728899,0.073482842,0.031105924,0.559317665
210,50,9,three,6,Soybean,0.0142,1.685,33.241,0.0803,0.3528,413.9601494,0.7109,0.9544,0.3049,0.0117,4.737335076,43.09252326,12.06121141,21.84646336,107.2750939,130.8100574,29.68945015,302.8394501,70.67873142,99.23191061,1.403985451,24.15691466,0.047373351,1.144393991,373.084,1.9702,61.76083758,86.7113174,0.089333333,0.257,2.82463,0.5972,2.82E-06,5.97E-07,2.82E-05,5.97E-06,0.167633828,0.035442136,0.000187613,3.91E-05,0.187612705,0.187612705,84.27299703,0.002226249,0.002226249,0.004452499,0.37522541,0.327881318,0.482035806,0.068963012,0.034177241,0.585176058
210,80,10,three,6,Soybean,0.0124,2.044,12.813,0.0193,0.1016,663.8860104,0.7986,1.0451,0.2022,0.0037,4.920662153,39.14714089,7.268718698,9.864617995,40.01483372,51.24463727,25.05022023,298.2002202,39.82744057,51.08135618,1.28256688,15.06282682,0.049206622,0.741190818,595.985,2.0459,53.7343955,68.91795597,0.064,0.183666667,2.018096667,0.430253333,2.02E-06,4.30E-07,2.02E-05,4.30E-06,0.098732714,0.021049576,0.0001105,2.32E-05,0.110499842,0.110499842,60.66536204,0.001821465,0.001821465,0.00364293,0.220999684,0.298168404,0.419390404,0.054811643,0.026921213,0.50112326
210,0,11,three,6,Soybean,0.0208,1.997,19.276,0.0682,0.2636,282.6392962,1.2095,1.7975,0.9971,0.0314,4.774393967,43.15210737,12.9448558,20.79010891,84.0263209,109.0323822,25.5145827,298.6645827,80.09517798,105.5437564,1.31772922,35.38078439,0.04774394,1.689218036,495.153,4.0041,47.41553564,62.4808368,0.136666667,0.404333333,4.457323333,0.854246667,4.46E-06,8.54E-07,4.46E-05,8.54E-06,0.223200968,0.042776498,0.000249802,4.71E-05,0.249802429,0.249802429,104.1562344,0.002398344,0.002398344,0.004796687,0.499604858,0.295761025,0.370072473,0.049692091,0.036533429,0.456297993
630,30,12,three,6,Soybean,0.0181,1.87,35.033,0.1062,0.4422,329.8775895,1.396,0.8523,0.8664,0.0114,4.997271933,40.77396089,16.47150209,24.96317955,122.0353974,142.8265316,27.87655953,301.0265595,93.92579225,119.8191901,1.275679313,30.31427511,0.049972719,1.514886762,640.928,3.1147,62.00185692,79.09448623,0.075,0.22,2.42305,0.47885,2.42E-06,4.79E-07,2.42E-05,4.79E-06,0.129574866,0.025606952,0.000145018,2.82E-05,0.145017813,0.145017813,96.79144385,0.00149825,0.00149825,0.002996501,0.290035626,0.191456968,0.483916932,0.062905214,0.021804629,0.568626775
630,50,9,three,6,Soybean,0.015,1.827,20.145,0.0613,0.2039,328.62969,1.2024,1.266,0.4187,0.0104,4.892786811,43.2385092,10.18315547,24.77600131,121.166265,146.4648036,31.38355015,304.5335501,69.70602086,102.2035571,1.466208455,30.42938695,0.048927868,1.488845031,535.338,2.8871,46.81885582,68.64620225,0.085,0.229,2.49826,0.65087,2.50E-06,6.51E-07,2.50E-05,6.51E-06,0.136741106,0.035625068,0.000153038,3.93E-05,0.153038137,0.153038137,82.10180624,0.001864005,0.001864005,0.003728009,0.306076274,0.205579672,0.36541546,0.054595513,0.027706902,0.447717875
630,80,10,three,6,Soybean,0.0094,1.756,37.313,0.054,0.2201,690.9814815,0.8367,1.972,0.1612,0.0041,4.868364831,39.14811136,9.85096638,10.76408252,47.67510501,59.9445609,25.10266804,298.252668,47.21997572,59.55497273,1.261224129,14.47216788,0.048683648,0.704557931,507.752,2.9699,67.02071416,84.52814182,0.070666667,0.204,2.24296,0.46868,2.24E-06,4.69E-07,2.24E-05,4.69E-06,0.127731207,0.026690205,0.000142954,2.94E-05,0.142954424,0.142954424,53.53075171,0.00267051,0.00267051,0.005341021,0.285908848,0.40579892,0.523088501,0.067226694,0.039894079,0.630209274
630,0,11,three,6,Soybean,0.0203,2.06,31.666,0.1165,0.3888,271.8111588,1.7719,2.5954,1.3978,0.0974,4.06471947,41.70745785,17.27147229,23.03388501,104.8835895,126.4906154,26.09734164,299.2473416,94.74519063,118.077024,1.246258762,36.79024822,0.040647195,1.495420382,696.079,5.7651,63.35689399,78.95908425,0.136333333,0.414666667,4.584436667,0.791943333,4.58E-06,7.92E-07,4.58E-05,7.92E-06,0.222545469,0.038443851,0.000249069,4.24E-05,0.249068806,0.249068806,98.54368932,0.002527496,0.002527496,0.005054993,0.498137613,0.333108749,0.494492831,0.062797526,0.045222779,0.602513136
0,30,12,three,7,Soybean,0.0172,1.95,22.087,0.0571,0.233,386.8126095,0.9946,1.3096,0.7258,0.1506,4.821546749,39.14422794,14.19492243,22.65621462,97.29176232,127.7951539,26.77937273,299.9293727,82.59222405,114.4198275,1.385358354,25.85231131,0.048215467,1.246481276,593.434,3.03,66.26030063,91.794261,0.117333333,0.36,3.9836,0.66496,3.98E-06,6.65E-07,3.98E-05,6.65E-06,0.204287179,0.034100513,0.000228634,3.76E-05,0.228634464,0.228634464,88.20512821,0.002592077,0.002592077,0.005184154,0.457268927,0.366847811,0.517153566,0.073005565,0.039098381,0.629257512
0,50,9,three,7,Soybean,0.0143,1.892,44.18,0.0785,0.3665,562.8025478,0.7603,0.8832,0.2149,0.1139,6.344291247,51.90057295,13.17122374,15.79555962,78.6779604,86.50689888,26.26395279,299.4139528,69.99645533,79.92751806,1.141879509,17.76822091,0.063442912,1.127267684,416.21,1.8584,62.09390752,70.90376065,0.127333333,0.408333333,4.538283333,0.627726667,4.54E-06,6.28E-07,4.54E-05,6.28E-06,0.239866984,0.033177942,0.000268455,3.66E-05,0.268454728,0.268454728,75.58139535,0.003551863,0.003551863,0.007103725,0.536909455,0.476292777,0.484635376,0.056390988,0.040716491,0.581742855
0,80,10,three,7,Soybean,0.0112,1.939,27.383,0.0447,0.1783,612.5950783,0.4535,0.4343,0.1576,0.0395,4.159011094,43.76446168,7.883305783,13.9782354,113.1420442,88.70405114,28.60736745,301.7573674,81.70347158,71.37360379,0.873568802,16.32399664,0.041590111,0.678916831,255.815,1.0454,120.3438593,105.128641,0.102666667,0.318333333,3.526283333,0.564106667,3.53E-06,5.64E-07,3.53E-05,5.64E-06,0.181860925,0.029092659,0.000203535,3.21E-05,0.203535411,0.203535411,57.76173285,0.003523707,0.003523707,0.007047414,0.407070822,0.599588643,0.939269145,0.083610628,0.061617913,1.084497686
0,0,11,three,7,Soybean,0.0161,1.906,25.339,0.0507,0.2423,499.7830375,0.2204,0.3783,0.1717,0.0838,4.498508405,37.87607135,13.98310103,20.46198371,79.21232018,102.435279,25.49949091,298.6494909,75.6121307,99.25176802,1.312643449,20.00868227,0.044985084,0.900092254,161.802,0.7704,84.00486773,110.2684393,0.103,0.333666667,3.712046667,0.489863333,3.71E-06,4.90E-07,3.71E-05,4.90E-06,0.194755859,0.025701119,0.000217967,2.83E-05,0.217967184,0.217967184,84.47009444,0.002580407,0.002580407,0.005160813,0.435934368,0.484321875,0.655647748,0.087698398,0.041717368,0.785063514
