table,N,LightLevel,block,rep,spp,chl_wt,chl_area,A6491,A6491.1,A6491.2,A6651,A6651.1,A6651.2,tla,focal.area,dry.focal.wt,fresh.focal.wt,sla,stem.wt,leaf.wt,roots.wt,nod.wt,biomass,n.leaf,c.leaf,Aamb,TPU,Vcmax,Jmax,Tleaf,TleafK
7,70 ppm,zero,two,2,Cotton,0.0318,1.977,0.488,0.496,0.495,0.189,0.197,0.197,169.294,23.948,0.1231,0.4236,194.5410236,1.2877,0.8914,0.715,0,2.8941,2.617497451,40.17414285,16.13964965,20.95465064,97.52274142,127.0187372,24.95727214,298.1072721
8,70 ppm,thirty,two,2,Cotton,0.0308,1.992,0.468,0.472,0.468,0.187,0.191,0.187,290.556,30.027,0.1357,0.5034,221.274871,1.1796,1.4083,0.6164,0,3.2043,3.071268803,41.39307127,15.95773711,18.37811077,98.85504564,114.2625412,25.4706566,298.6206566
5,70 ppm,fifty,two,2,Cotton,0.025,2.051,0.354,0.36,0.355,0.134,0.14,0.135,313.749,28.035,0.0786,0.4072,356.6793893,0.6423,1.1386,0.2327,0,2.0136,4.170866545,39.74148389,16.89823309,20.19714046,87.87535447,119.8139316,24.98866276,298.1386628
6,70 ppm,eighty,two,2,Cotton,0.0228,1.801,0.499,0.484,0.482,0.216,0.197,0.188,145.829,40.66,0.1433,0.6614,283.7404047,0.3526,0.516,0.1527,0,1.0213,2.948250015,33.02342675,12.32809344,12.08257164,57.54162757,72.58520358,25.01737566,298.1673757
7,210 ppm,zero,two,2,Cotton,0.029,1.836,0.563,0.568,0.567,0.202,0.211,0.211,298.658,47.551,0.2336,0.906,203.557363,1.2178,1.4944,0.7541,0,3.4663,4.072014624,39.2761793,15.24836124,18.26968569,82.09028142,115.1529867,25.09862199,298.248622
8,210 ppm,thirty,two,2,Cotton,0.0234,1.989,0.427,0.435,0.436,0.165,0.173,0.174,233.961,19.223,0.0812,0.3193,236.7364532,0.6153,1.0118,0.3252,0,1.9523,5.523613084,39.00656925,10.3142103,9.161859002,79.89865849,98.40196873,25.32972317,298.4797232
5,210 ppm,fifty,two,2,Cotton,0.0245,2.026,0.453,0.466,0.466,0.182,0.191,0.191,405.614,44.113,0.1565,0.6204,281.8722045,1.0327,1.7165,0.3212,0,3.0704,3.910571982,40.45788338,13.18423678,13.65048309,80.78165377,86.8383589,25.28402317,298.4340232
6,210 ppm,eighty,two,2,Cotton,0.0155,1.664,0.9,0.386,0.395,0.149,0.149,0.152,159.273,53.395,0.1727,0.6406,309.1777649,0.3457,0.6115,0.2337,0,1.1909,3.889379985,42.03207847,7.388112363,10.45236792,39.60804251,57.29438663,25.13719883,298.2871988
7,630 ppm,zero,two,2,Cotton,0.0308,1.983,0.623,0.633,0.63,0.228,0.23,0.227,257.067,46.887,0.2556,0.8638,183.4389671,1.0968,1.3628,0.5354,0,2.995,3.615150028,33.72391711,17.90926516,28.30824277,114.9549394,165.8011861,24.99393079,298.1439308
8,630 ppm,thirty,two,2,Cotton,0.0302,1.949,0.545,0.547,0.548,0.209,0.214,0.217,298.354,37.325,0.1746,0.7735,213.7743414,0.8786,1.4846,0.4724,0,2.8356,4.539198683,38.69421547,14.56342441,18.41857314,83.26318201,111.1981997,24.9630566,298.1130566
5,630 ppm,fifty,two,2,Cotton,0.0199,2.011,0.405,0.4,0.404,0.158,0.154,0.16,293.829,52.464,0.1681,0.6417,312.0999405,0.6508,1.2029,0.1761,0,2.0298,4.516638799,38.54781134,9.427521855,7.990750807,66.99001164,71.41603994,25.2117871,298.3617871
6,630 ppm,eighty,two,2,Cotton,0.0199,1.84,0.508,0.514,0.526,0.2,0.208,0.223,119.061,42.322,0.1293,0.6029,327.3163186,0.3242,0.3972,0.1709,0,0.8923,3.793996,32.67341404,12.66365899,12.9646081,67.41124695,81.34879002,25.01595836,298.1659584
7,0 ppm,zero,two,3,Cotton,0.0259,1.914,0.165,0.165,0.168,0.403,0.345,0.397,120.599,24.996,0.1353,0.3827,184.7450111,0.5747,0.698,0.2732,0,1.5459,2.101236042,43.6432205,13.28412262,15.19676709,70.27349173,93.54189684,24.97801085,298.1280109
8,0 ppm,thirty,two,3,Cotton,0.0224,1.873,0.164,0.178,0.185,0.4,0.407,0.412,166.2,37.709,0.1592,0.5731,236.8655779,0.5528,0.7679,0.356,0,1.6767,2.582532052,41.06254186,9.877062279,11.4166667,46.06968921,67.99824196,24.99015073,298.1401507
5,0 ppm,fifty,two,3,Cotton,0.0213,1.855,0.151,0.147,0.138,0.35,0.349,0.337,165.063,27.773,0.0974,0.337,285.1437372,0.5087,0.6132,0.164,0,1.2859,2.544503231,39.0961184,9.881907724,12.13773665,59.99948806,70.11228013,27.82365777,300.9736578
6,0 ppm,eighty,two,3,Cotton,0.0167,1.829,0.129,0.13,0.13,0.328,0.328,0.33,150.638,28.989,0.0924,0.4089,313.7337662,0.3933,0.4395,0.1325,0,0.9653,NA,NA,11.08939745,8.008676287,54.42410077,61.66387075,25.05066276,298.2006628
7,70 ppm,zero,two,3,Cotton,0.0217,1.82,0.141,0.14,0.142,0.359,0.351,0.353,158.473,52.52,0.2034,0.7795,258.2104228,0.6303,0.6627,0.3938,0,1.6868,2.77848013,41.18762359,12.03298446,10.89684741,53.45714589,69.24543492,24.81035543,297.9603554
8,70 ppm,thirty,two,3,Cotton,0.0218,1.818,0.168,0.168,0.168,0.431,0.432,0.431,151.635,42.908,0.175,0.6477,245.1885714,0.3665,0.6312,0.2546,0,1.2523,3.819428759,40.96788599,17.53330372,20.06807043,119.7704925,131.7792696,27.88061349,301.0306135
5,70 ppm,fifty,two,3,Cotton,0.0313,1.831,0.204,0.204,0.207,0.51,0.51,0.511,60.473,23.147,0.0918,0.4858,252.1459695,0.2551,0.2851,NA,0,NA,3.191782672,33.12636918,13.07286702,14.12301411,62.53078716,88.563741,25.10242405,298.252424
6,70 ppm,eighty,two,3,Cotton,0.0234,1.891,0.199,0.201,0.19,0.467,0.474,0.476,54.437,18.098,0.0671,0.3034,269.7168405,0.1742,0.2253,0.0507,0,0.4502,3.78612577,35.91544646,9.777765257,13.377645,47.33598732,77.55372172,24.95794311,298.1079431
7,210 ppm,zero,two,3,Cotton,0.0249,1.84,0.149,0.142,0.125,0.35,0.34,0.324,93.222,26.029,0.1061,0.5172,245.3251649,0.2545,0.4936,0.0895,0,0.8376,5.577199784,36.75361027,11.80552292,16.2611392,57.02535377,90.28549409,24.42939853,297.5793985
8,210 ppm,thirty,two,3,Cotton,0.0183,1.787,0.138,0.149,0.16,0.355,0.36,0.37,198.454,83.432,0.2743,1.3284,304.1633248,0.5206,0.8494,0.2612,0,1.6312,4.150179296,37.14864353,16.18653847,16.73217799,106.3774025,111.8490163,27.58752111,300.7375211
5,210 ppm,fifty,two,3,Cotton,0.023,1.851,0.132,0.151,0.155,0.327,0.347,0.351,31.865,16.686,0.0394,0.2186,423.5025381,0.1366,0.1272,NA,0,NA,4.76335765,37.19619393,11.55399719,11.84224089,61.2786085,73.98507301,25.0520085,298.2020085
6,210 ppm,eighty,two,3,Cotton,0.0154,1.752,0.138,0.134,0.139,0.329,0.316,0.32,109.287,24.593,0.0553,0.2996,444.7197107,0.2058,0.3213,0.2259,0,0.753,4.7437122,35.60656342,10.94668199,12.6065544,73.16605906,75.62966135,27.84128006,300.9912801
7,630 ppm,zero,two,3,Cotton,0.0245,1.865,0.243,0.246,0.223,0.616,0.606,0.589,224.249,53.791,0.2599,0.8872,206.9680646,0.779,1.1074,0.5216,0,2.408,4.052246588,40.43572322,18.35168345,18.66799444,122.5584181,128.3667701,24.98957449,298.1395745
8,630 ppm,thirty,two,3,Cotton,0.0187,1.745,0.136,0.135,0.136,0.353,0.353,0.352,346.355,57.776,0.1876,0.8354,307.9744136,0.7697,1.372,0.4054,0,2.5471,4.613355765,39.20811595,14.19248492,15.07620121,82.12410941,96.39537446,25.08440528,298.2344053
5,630 ppm,fifty,two,3,Cotton,0.0216,1.723,0.183,0.184,0.183,0.46,0.461,0.46,91.87,36.747,0.1559,0.5838,235.7087877,0.3042,0.3953,0.1841,0,0.8836,3.246245085,35.97789076,10.0846514,17.71165139,70.6495534,105.8351668,28.70619824,301.8561982
6,630 ppm,eighty,two,3,Cotton,0.0182,1.79,0.187,0.188,0.185,0.482,0.463,0.458,118.23,28.084,0.0806,0.3619,348.4367246,0.2557,0.3479,0.5703,0,1.1739,4.005074329,35.07133517,11.52376274,14.96407371,67.50652378,81.84405271,27.58947889,300.7394789
7,0 ppm,zero,two,4,Cotton,0.0238,1.988,0.182,0.178,0.173,0.462,0.464,0.46,107.496,32.972,0.159,0.4802,207.3710692,0.6499,0.5802,0.2406,0,1.4707,2.849110606,39.75694987,13.9903111,16.57908287,78.74899755,102.5456586,23.9953739,297.1453739
8,0 ppm,thirty,two,4,Cotton,0.0298,1.988,0.192,0.201,0.189,0.475,0.483,0.47,129.621,33.892,0.1616,0.5771,209.7277228,0.625,0.6549,0.1628,0,1.4427,2.684130072,39.09395364,14.4039932,14.24128724,78.79025846,92.66643927,25.25342669,298.4034267
5,0 ppm,fifty,two,4,Cotton,0.0248,1.993,0.186,0.188,0.19,0.453,0.459,0.454,249.635,30.256,0.1148,0.4739,263.554007,0.7458,1.0114,0.1662,0,1.9234,3.15507773,38.18322684,12.74011087,13.06963013,65.31144615,80.36726729,25.6155,298.7655
6,0 ppm,eighty,two,4,Cotton,0.0221,1.93,0.182,0.17,0.191,0.441,0.434,0.451,92.27,42.107,0.1023,0.5479,411.6031281,0.1777,0.2584,0.066,0,0.5021,3.935995198,35.44754409,11.92891302,11.10769301,77.37938213,72.70138129,26.56862023,299.7186202
7,70 ppm,zero,two,4,Cotton,0.0256,1.977,0.164,0.152,0.156,0.387,0.375,0.378,198.176,37.903,0.168,0.5873,225.6130952,0.7829,0.9638,0.2609,0,2.0076,3.043312621,40.65638583,9.582637105,12.39575627,62.32915799,75.13485437,25.08097918,298.2309792
8,70 ppm,thirty,two,4,Cotton,0.0245,2.044,0.193,0.192,0.196,0.489,0.488,0.491,150.061,34.756,0.1449,0.6216,239.8619738,0.4363,0.6095,0.1215,0,1.1673,3.252921463,37.50166517,15.7082881,16.50676461,80.90552674,103.3309403,24.9875651,298.1375651
5,70 ppm,fifty,two,4,Cotton,0.028,1.952,0.206,0.192,0.197,0.503,0.488,0.492,192.902,53.918,0.2296,0.9525,234.8344948,0.6336,0.8151,0.1248,0,1.5735,3.028018418,35.95606771,15.62739101,15.63971092,80.1348548,97.6271053,25.03610733,298.1861073
6,70 ppm,eighty,two,4,Cotton,0.02,1.959,0.128,0.14,0.131,0.318,0.334,0.323,220.097,43.168,0.0935,0.5107,461.6898396,0.3926,0.6642,0.0709,0,1.1277,4.384956062,37.29402178,8.819885101,9.847576904,52.27462767,57.51019313,24.9559607,298.1059607
7,210 ppm,zero,two,4,Cotton,0.0265,2.021,0.225,0.234,0.227,0.603,0.608,0.605,237.449,59.94,0.328,0.9951,182.7439024,0.9475,1.267,0.4812,0,2.6957,3.877193879,38.07530399,12.19280032,21.03952164,61.75727652,110.3393421,24.92664106,298.0766411
8,210 ppm,thirty,two,4,Cotton,0.0281,2.016,0.237,0.234,0.241,0.598,0.595,0.598,132.844,32.583,0.166,0.7529,196.2831325,0.3576,0.5885,0.1379,0,1.084,3.41545445,33.86170575,12.24214209,16.3823986,61.65809314,88.69579606,24.97266686,298.1226669
5,210 ppm,fifty,two,4,Cotton,0.0379,2.002,0.255,0.272,0.259,0.643,0.662,0.646,156.743,43.999,0.21,1.068,209.5190476,0.4765,0.7233,0.127,0,1.3268,3.305091969,33.66098209,16.26818418,18.09203628,75.57710431,105.7601329,25.04640792,298.1964079
6,210 ppm,eighty,two,4,Cotton,0.0244,1.929,0.157,0.147,0.144,0.372,0.363,0.359,267.873,32.723,0.1049,0.5138,311.9447092,0.4851,0.8428,0.1507,0,1.4786,4.684239831,36.86899314,12.40146911,16.50338571,83.42512165,97.30975777,27.13874868,300.2887487
7,630 ppm,zero,two,4,Cotton,0.0213,1.771,0.196,0.19,0.206,0.513,0.506,0.513,302.454,74.718,0.334,1.2596,223.7065868,0.9432,1.38,0.3132,0,2.6364,4.270130317,38.58861422,20.22218706,17.65868343,110.1969651,123.7848192,24.96901642,298.1190164
8,630 ppm,thirty,two,4,Cotton,0.0241,2.032,0.175,0.177,0.186,0.45,0.455,0.464,223.143,68.628,0.2934,1.0177,233.9059305,0.5875,1.004,0.1723,0,1.7638,2.173237953,29.66174158,14.41659578,14.85003807,64.64393174,84.70088236,23.29943079,296.4494308
5,630 ppm,fifty,two,4,Cotton,0.0372,1.988,0.246,0.245,0.244,0.625,0.627,0.628,160.579,49.171,0.2229,1.1348,220.5966801,0.5395,0.7479,0.1056,0,1.393,3.52995845,31.64990665,15.73249911,18.05683453,74.49773244,105.6252049,25.01693285,298.1669328
6,630 ppm,eighty,two,4,Cotton,0.0236,1.9,0.229,0.224,0.23,0.588,0.584,0.6,174.357,46.949,0.1387,0.6419,338.4931507,0.4983,0.5403,0.1173,0,1.1559,4.13908749,37.27865222,13.43746398,12.70319863,75.59378881,81.93196589,24.98511965,298.1351196
7,0 ppm,zero,two,5,Soybean,0.013,1.645,0.132,0.128,0.125,0.391,0.387,0.385,194.984,19.577,0.0499,0.179,392.3246493,0.3101,0.5112,0.2278,0.085,1.0491,3.914963015,36.12216519,13.94366146,22.39754083,94.93637145,125.0489059,28.23586188,301.3858619
8,0 ppm,thirty,two,5,Soybean,0.014,1.744,0.099,0.083,0.099,0.296,0.29,0.297,176.03,10.991,0.0325,0.1147,338.1846154,0.2702,0.4737,0.0897,0.064,0.8336,5.55406872,42.25950544,11.60559867,17.7802204,63.33952331,93.71225704,25.41978182,298.5697818
5,0 ppm,fifty,two,5,Soybean,0.0151,1.903,0.107,0.108,0.112,0.334,0.335,0.344,399.671,12.477,0.0381,0.1292,327.480315,0.6924,0.923,0.1706,0.0818,1.786,6.128576442,42.78881009,10.66701048,17.17401927,65.72071098,88.61329734,26.78185924,299.9318592
6,0 ppm,eighty,two,5,Soybean,0.0139,1.931,0.131,0.128,0.14,0.365,0.374,0.4,169.242,19.921,0.0385,0.1541,517.4285714,0.251,0.3599,0.1303,0.0326,0.7412,3.678543484,28.89670346,7.906868534,14.49686957,59.52443626,85.65916288,27.90801173,301.0580117
7,70 ppm,zero,two,5,Soybean,0.0189,1.817,0.155,0.152,0.15,0.46,0.455,0.456,237.826,20.187,0.0656,0.2378,307.7286585,0.5958,0.8103,0.4732,0.0569,1.8793,2.781626042,24.00847132,17.38914621,26.44512638,126.3283316,153.4662517,27.34353695,300.4935369
8,70 ppm,thirty,two,5,Soybean,0.014,1.738,0.086,0.092,0.097,0.26,0.279,0.279,394.339,14.956,0.0463,0.1655,323.0237581,0.6245,1.0128,0.2748,0.0679,1.9121,5.488161993,42.68001811,10.87582354,19.36104124,69.67567703,103.1200391,27.62205396,300.772054
5,70 ppm,fifty,two,5,Soybean,0.0144,1.862,0.088,0.085,0.095,0.258,0.254,0.273,314.092,31.918,0.0698,0.2763,457.277937,0.6263,0.8039,0.2058,0.0525,1.636,4.904710478,44.62868676,13.67837733,18.35549521,104.6775296,110.0828999,26.92324487,300.0732449
6,70 ppm,eighty,two,5,Soybean,0.0103,1.767,0.092,0.108,0.092,0.258,0.275,0.269,186.008,21.843,0.0314,0.1293,695.6369427,0.3596,0.3666,0.0952,0.0178,0.8214,3.959984449,35.91526239,8.791381385,12.16091337,61.38912653,70.74219096,28.14188768,301.2918877
7,210 ppm,zero,two,5,Soybean,0.0169,1.724,0.144,0.144,0.145,0.424,0.431,0.432,203.866,22.709,0.0687,0.2643,330.5531295,0.4904,0.6535,0.3444,0.0079,1.4883,4.512623369,36.92438295,17.08499382,26.98569082,128.2890854,155.0878006,28.18030029,301.3303003
8,210 ppm,thirty,two,5,Soybean,0.0189,1.981,0.074,0.081,0.082,0.232,0.254,0.254,219.448,13.969,0.0405,0.1538,344.9135802,0.4723,0.6766,0.268,0.0137,1.4169,5.596587939,42.95250999,10.92394078,19.36954969,74.11248774,107.7535392,28.05842874,301.2084287
5,210 ppm,fifty,two,5,Soybean,0.0139,1.809,0.105,0.101,0.106,0.298,0.293,0.309,605.508,13.143,0.0409,0.1456,321.3447433,1.4148,1.4547,0.2899,0.0113,3.1594,5.248024964,43.15904979,8.743670231,13.12612211,60.19189396,71.91667253,27.43113636,300.5811364
6,210 ppm,eighty,two,5,Soybean,0.0106,1.733,0.092,0.08,0.071,0.244,0.266,0.219,240.583,28.07,0.0455,0.2038,616.9230769,0.4396,0.4758,0.1764,0.0066,1.0918,4.943954156,36.0992749,7.440868767,10.34078854,39.80897586,53.65096059,26.16803724,299.3180372
7,630 ppm,zero,two,5,Soybean,0.0188,1.783,0.16,0.158,0.16,0.486,0.486,0.493,397.09,31.625,0.107,0.3816,295.5607477,0.8658,1.2382,0.8288,0.0181,2.9328,4.100430645,34.53051835,15.46546672,28.46789906,135.7042768,163.2581691,28.27323255,301.4232326
8,630 ppm,thirty,two,5,Soybean,0.0189,1.9,0.102,0.096,0.087,0.284,0.266,0.269,462.101,34.087,0.1012,0.3795,336.8280632,0.9787,1.5317,0.4164,0.008,2.9268,4.563868516,42.74350286,14.8245249,22.49209867,109.1030521,125.9445379,27.95128094,301.1012809
5,630 ppm,fifty,two,5,Soybean,0.0163,1.811,0.051,0.048,0.43,0.153,0.147,0.13,584.895,37.136,0.0949,0.3889,391.317176,1.3013,1.532,0.2869,0.0022,3.1202,5.468880735,43.2417116,13.00912756,19.36560133,94.27974669,107.9647985,26.67798006,299.8279801
6,630 ppm,eighty,two,5,Soybean,0.0147,2.001,0.069,0.074,0.072,0.21,0.216,0.214,268.029,14.358,0.0286,0.1182,502.027972,0.429,0.4535,0.1315,7.00E-04,1.014,4.340074584,32.61321155,8.854160666,13.41373986,54.93927407,71.35110879,26.8829651,300.0329651
7,0 ppm,zero,two,6,Soybean,0.0166,1.816,0.144,0.14,0.144,0.406,0.401,0.402,569.628,26.634,0.0859,0.3006,310.0582072,1.1274,1.7394,0.5425,0.1667,3.4093,4.167548664,42.82119783,13.42184092,21.74046322,89.31555808,132.0657744,26.67899795,299.8289979
8,0 ppm,thirty,two,6,Soybean,0.0175,2.072,0.118,0.117,0.119,0.348,0.348,0.35,204.307,18.338,0.0459,0.1983,399.5206972,0.2941,0.4998,0.7279,0.0831,1.5218,4.822216041,41.93454325,12.25401782,17.70907262,75.06731504,100.6170732,25.13877067,298.2887707
5,0 ppm,fifty,two,6,Soybean,0.018,2.068,0.112,0.114,0.111,0.336,0.337,0.333,281.495,29.172,0.051,0.2437,572,0.4877,0.6014,0.0986,0.0774,1.1877,5.142757893,42.51527026,12.76963981,20.84409684,148.0663351,162.0335554,33.60451085,306.7545109
6,0 ppm,eighty,two,6,Soybean,0.0098,1.7,0.066,0.067,0.068,0.201,0.202,0.203,274.37,13.03,0.0188,0.0873,693.0851064,0.4691,0.4209,0.0608,0.0094,0.9508,5.655580887,43.48281617,6.446683759,8.159663844,42.75734678,44.73122316,27.70511408,300.8551141
7,70 ppm,zero,two,6,Soybean,0.0181,1.846,0.116,0.116,0.117,0.341,0.34,0.343,369.721,25.653,0.0806,0.3086,318.2754342,0.9514,1.2852,0.7637,0.1101,3.0003,4.245163644,42.19689591,16.19265806,22.73205433,129.8238896,135.9715427,26.74956334,299.8995633
8,70 ppm,thirty,two,6,Soybean,0.0181,1.889,0.07,0.072,0.068,0.204,0.208,0.203,415.57,30.386,0.0855,0.3478,355.3918129,1.0393,1.5533,0.659,0.1435,3.2516,3.919459694,42.33482011,13.46815362,15.3212964,73.7744963,96.64836495,26.27325073,299.4232507
5,70 ppm,fifty,two,6,Soybean,0.0136,2.095,0.118,0.11,0.115,0.343,0.336,0.341,591.962,26.367,0.0593,0.2336,444.6374368,1.2464,1.3242,0.2576,0.1078,2.8282,5.161609722,39.6607083,11.87055364,17.95823646,88.78103901,94.13065455,29.2128044,302.3628044
6,70 ppm,eighty,two,6,Soybean,0.01,1.768,0.113,0.068,0.063,0.242,0.212,0.208,481.12,6.839,0.0127,0.0559,538.503937,0.6986,0.7917,0.2075,0.0332,1.6978,4.533430047,41.43635263,3.35765642,5.458496455,15.10312708,28.33064271,24.94994604,298.099946
7,210 ppm,zero,two,6,Soybean,0.021,2.077,0.145,0.135,0.14,0.418,0.408,0.414,637.795,32.815,0.1049,0.414,312.821735,1.4852,2.239,0.8636,0.0554,4.5878,4.408123622,42.49356716,15.31888058,25.05277663,91.59531452,133.7214672,26.32815543,299.4781554
8,210 ppm,thirty,two,6,Soybean,0.021,2.155,0.141,0.143,0.146,0.405,0.404,0.407,472.078,13.425,0.0534,0.1807,251.4044944,1.6265,2.0651,0.1375,0.039,3.8291,4.44106882,41.22732668,7.099850695,15.27682532,51.37403512,87.16564596,25.5052915,298.6552915
5,210 ppm,fifty,two,6,Soybean,0.0177,1.753,0.143,0.141,0.14,0.4,0.398,0.397,462.173,23.643,0.061,0.2588,387.5901639,1.0234,1.2287,0.2579,0.0019,2.51,4.831082852,42.74860839,13.28343731,27.55618221,131.0436003,162.391458,32.88105044,306.0310504
6,210 ppm,eighty,two,6,Soybean,0.011,1.886,0.105,0.127,0.104,0.324,0.344,0.324,341.844,23.739,0.0412,0.1734,576.1893204,0.632,0.7009,0.1342,0.0045,1.4671,5.43333266,41.68872712,9.371250434,12.8804392,57.04947204,71.59053552,27.40582229,300.5558223
7,630 ppm,zero,two,6,Soybean,0.0187,1.858,0.077,0.08,0.077,0.225,0.227,0.225,642.667,47.683,0.1465,0.568,325.4812287,1.55,1.9912,0.9141,0.0479,4.4553,5.062902608,51.57258279,13.77168251,20.63988369,82.62420642,114.3365346,26.26788886,299.4178889
8,630 ppm,thirty,two,6,Soybean,0.0169,1.881,0.121,0.112,0.117,0.356,0.347,0.352,403.163,19.573,0.0622,0.2401,314.6784566,0.7608,1.1088,0.528,0.0023,2.3976,4.519922311,41.54577405,11.05634736,17.91677048,77.48201143,98.75640373,26.64639296,299.796393
5,630 ppm,fifty,two,6,Soybean,0.0125,1.634,0.07,0.084,0.063,0.181,0.169,0.172,702.717,39.619,0.0819,0.373,483.7484737,1.2983,1.5703,0.2973,0.0085,3.1659,4.616459923,38.05739727,12.73754205,22.17261894,140.107553,161.1936301,33.03472551,306.1847255
6,630 ppm,eighty,two,6,Soybean,0.0107,1.89,0.106,0.107,0.107,0.317,0.318,0.318,387.696,24.051,0.0401,0.1799,599.7755611,0.8002,0.8225,0.2021,0.0117,1.8248,5.562430655,47.13685776,9.878802858,14.15309737,61.51179574,72.34863102,27.69853343,300.8485334
7,0 ppm,zero,two,7,Soybean,0.0166,1.867,0.09,0.092,0.096,0.291,0.247,0.306,411.841,42.341,0.1128,0.4351,375.3634752,NA,1.2266,0.6884,0.0708,NA,4.361759866,43.45743739,14.92095518,23.47243428,113.0511033,130.6339119,26.87695543,300.0269554
8,0 ppm,thirty,two,7,Soybean,0.0123,1.779,0.086,0.086,0.083,0.251,0.251,0.218,349.925,40.173,0.0788,0.314,509.8096447,0.4941,0.6989,0.1956,0.0878,1.3886,4.852353833,42.11633768,12.63173983,17.29452146,76.90697311,99.96470157,26.67438739,299.8243874
5,0 ppm,fifty,two,7,Soybean,0.0131,1.913,0.089,0.087,0.094,0.243,0.295,0.302,408.253,33.144,0.0659,0.2575,502.9438543,0.9912,0.9086,0.4379,0.0886,2.3377,4.513008239,39.24078763,11.60783487,15.85004529,86.6888837,91.76163876,27.29046686,300.4404669
6,0 ppm,eighty,two,7,Soybean,0.0109,1.834,0.128,0.126,0.127,0.382,0.382,0.378,265.842,23.754,0.0368,0.1736,645.4891304,0.5425,0.4576,0.1499,0.0456,1.15,5.35178968,44.23447561,12.43232624,15.9586005,86.023869,93.05762272,27.1048434,300.2548434
7,70 ppm,zero,two,7,Soybean,0.0197,1.945,0.086,0.095,0.088,0.272,0.28,0.278,450.471,39.534,0.1165,0.4313,339.3476395,1.2902,1.4092,0.7872,0.1193,3.4866,4.261546306,43.5334827,15.03432759,18.70723508,118.4476791,130.4110056,27.33752786,300.4875279
8,70 ppm,thirty,two,7,Soybean,0.0144,1.853,0.088,0.089,0.09,0.272,0.276,0.278,586.405,31.787,0.084,0.3153,378.4166667,0.9983,1.2249,0.5822,0.0457,2.8054,5.012846536,43.05024379,13.67317251,21.77700923,91.24143328,117.9875951,27.19907507,300.3490751
5,70 ppm,fifty,two,7,Soybean,0.0149,2.029,0.104,0.103,0.116,0.314,0.315,0.356,594.678,25.194,0.0566,0.2063,445.1236749,1.2673,1.3198,0.3434,0.1132,2.9305,6.364385914,51.61081092,11.27469597,15.42574695,87.29327923,90.04932633,27.79045103,300.940451
6,70 ppm,eighty,two,7,Soybean,0.0118,1.819,0.067,0.067,0.071,0.2,0.197,0.213,204.277,22.804,0.0423,0.1567,539.1016548,0.3535,0.3465,0.103,0.0147,0.803,5.943119161,41.47594179,14.31338283,15.67531084,88.60259361,97.80426267,26.20507889,299.3550789
7,210 ppm,zero,two,7,Soybean,0.0189,1.929,0.054,0.055,0.055,0.168,0.17,0.171,544.291,26.707,0.083,0.3012,321.7710843,1.368,1.7234,1.0361,0.0332,4.1275,4.378949303,42.85615531,10.38404805,20.99174748,92.52275797,129.4360757,28.21689501,301.366895
8,210 ppm,thirty,two,7,Soybean,0.0198,1.819,0.118,0.117,0.118,0.334,0.33,0.334,455.608,15.041,0.0475,0.178,316.6526316,0.8298,1.2073,0.3664,0.0186,2.4035,4.523568935,41.30041371,8.551812717,15.63782954,59.39206786,91.42322062,27.05508563,300.2050856
5,210 ppm,fifty,two,7,Soybean,0.0143,1.89,0.072,0.075,0.075,0.238,0.244,0.247,487.019,38.607,0.0777,0.316,496.8725869,1.0733,1.053,0.2981,0.0032,2.4244,4.930871258,40.06349531,7.939016096,16.82943524,64.70392962,96.26222878,27.58894252,300.7389425
6,210 ppm,eighty,two,7,Soybean,0.0103,1.472,0.111,0.11,0.111,0.307,0.307,0.307,224.395,32.533,0.0449,0.2052,724.5657016,0.3942,0.3775,0.1096,0.0019,0.8813,5.567770532,44.14302009,10.09582252,13.30759987,71.02776099,76.43706225,27.52628856,300.6762886
7,630 ppm,zero,two,7,Soybean,0.0194,1.883,0.058,0.059,0.083,0.191,0.193,0.269,714.047,42.171,0.1243,0.5096,339.2679002,1.5812,2.0202,1.0127,0.0155,4.6141,4.445326306,40.05299997,9.869314922,18.70354479,119.7906858,147.9143837,28.74731349,301.8973135
8,630 ppm,thirty,two,7,Soybean,0.0139,1.767,0.058,0.056,0.056,0.174,0.169,0.167,658.049,46.603,0.117,0.4674,398.3162393,1.1593,1.4919,0.4493,0.0078,3.1005,5.099287153,41.72216517,13.80224738,23.31051159,113.5165133,140.9143607,27.89601848,301.0460185
5,630 ppm,fifty,two,7,Soybean,0.0136,1.904,0.03,0.033,0.047,0.106,0.115,0.153,753.911,45.592,0.0925,0.397,492.8864865,1.3553,1.5752,0.402,0.0068,3.3325,5.144061269,37.27786366,NA,NA,NA,NA,NA,NA
6,630 ppm,eighty,two,7,Soybean,0.0104,1.822,0.035,0.033,0.039,0.102,0.099,0.116,389.712,28.895,0.0352,0.1813,820.8806818,0.6988,0.664,0.205,0.0024,1.5678,5.53336964,43.71471469,8.596502232,10.71206714,44.66180357,55.02691376,26.78637742,299.9363774
7,0 ppm,zero,two,8,Soybean,0.0182,2.007,0.114,0.119,0.11,0.324,0.329,0.32,169.82,18.015,0.0506,0.1783,356.027668,0.4285,0.548,0.3093,0.0608,1.2858,3.986316993,50.40599757,13.55188207,22.45969002,79.10808857,129.9534255,26.81137713,299.9613771
